protein_accession,protein_name,protein_length,gene,organism_taxid,organism_name,organism_fullname,in_alphafold,interpro_accession,entry_type,entry_integrated,interpro_protein_length,fragment_start,fragment_end,fragment_status
A0A016T9N6,Integrin beta subunit VWA domain-containing protein,379,Acey_s0121.g994,53326,Ancylostoma ceylanicum,Ancylostoma ceylanicum,True,IPR032695,homologous_superfamily,,379,88,219,CONTINUOUS
A0A016TAG8,Integrin beta subunit VWA domain-containing protein,374,Acey_s0121.g994,53326,Ancylostoma ceylanicum,Ancylostoma ceylanicum,True,IPR032695,homologous_superfamily,,374,88,219,CONTINUOUS
A0A016TAM3,Integrin beta subunit VWA domain-containing protein,371,Acey_s0121.g994,53326,Ancylostoma ceylanicum,Ancylostoma ceylanicum,True,IPR032695,homologous_superfamily,,371,88,219,CONTINUOUS
A0A016TCK7,Uncharacterized protein,1221,Acey_s0113.g351,53326,Ancylostoma ceylanicum,Ancylostoma ceylanicum,True,IPR032695,homologous_superfamily,,1221,469,641,CONTINUOUS
A0A016TCK7,Uncharacterized protein,1221,Acey_s0113.g351,53326,Ancylostoma ceylanicum,Ancylostoma ceylanicum,True,IPR032695,homologous_superfamily,,1221,643,783,CONTINUOUS
A0A016TCK7,Uncharacterized protein,1221,Acey_s0113.g351,53326,Ancylostoma ceylanicum,Ancylostoma ceylanicum,True,IPR032695,homologous_superfamily,,1221,790,1152,CONTINUOUS
A0A016TDC7,Uncharacterized protein,1134,Acey_s0113.g351,53326,Ancylostoma ceylanicum,Ancylostoma ceylanicum,True,IPR032695,homologous_superfamily,,1134,382,554,CONTINUOUS
A0A016TDC7,Uncharacterized protein,1134,Acey_s0113.g351,53326,Ancylostoma ceylanicum,Ancylostoma ceylanicum,True,IPR032695,homologous_superfamily,,1134,556,696,CONTINUOUS
A0A016TDC7,Uncharacterized protein,1134,Acey_s0113.g351,53326,Ancylostoma ceylanicum,Ancylostoma ceylanicum,True,IPR032695,homologous_superfamily,,1134,703,1065,CONTINUOUS
A0A016VF04,Integrin beta,830,Acey_s0011.g1500,53326,Ancylostoma ceylanicum,Ancylostoma ceylanicum,True,IPR032695,homologous_superfamily,,830,420,496,CONTINUOUS
A0A016WGQ9,Uncharacterized protein,1174,Acey_s0682.g1489,53326,Ancylostoma ceylanicum,Ancylostoma ceylanicum,True,IPR032695,homologous_superfamily,,1174,692,831,CONTINUOUS
A0A016WGQ9,Uncharacterized protein,1174,Acey_s0682.g1489,53326,Ancylostoma ceylanicum,Ancylostoma ceylanicum,True,IPR032695,homologous_superfamily,,1174,836,1123,CONTINUOUS
A0A016WH86,Uncharacterized protein,1157,Acey_s0682.g1489,53326,Ancylostoma ceylanicum,Ancylostoma ceylanicum,True,IPR032695,homologous_superfamily,,1157,675,814,CONTINUOUS
A0A016WH86,Uncharacterized protein,1157,Acey_s0682.g1489,53326,Ancylostoma ceylanicum,Ancylostoma ceylanicum,True,IPR032695,homologous_superfamily,,1157,819,1106,CONTINUOUS
A0A016WHB2,Uncharacterized protein,1135,Acey_s0682.g1489,53326,Ancylostoma ceylanicum,Ancylostoma ceylanicum,True,IPR032695,homologous_superfamily,,1135,675,814,CONTINUOUS
A0A016WHB2,Uncharacterized protein,1135,Acey_s0682.g1489,53326,Ancylostoma ceylanicum,Ancylostoma ceylanicum,True,IPR032695,homologous_superfamily,,1135,819,1084,CONTINUOUS
A0A016WIA3,Uncharacterized protein,1152,Acey_s0682.g1489,53326,Ancylostoma ceylanicum,Ancylostoma ceylanicum,True,IPR032695,homologous_superfamily,,1152,692,831,CONTINUOUS
A0A016WIA3,Uncharacterized protein,1152,Acey_s0682.g1489,53326,Ancylostoma ceylanicum,Ancylostoma ceylanicum,True,IPR032695,homologous_superfamily,,1152,836,1101,CONTINUOUS
A0A023EWP9,Putative vitronectin receptor alpha subunit,1111,,7160,Aedes albopictus,Aedes albopictus (Asian tiger mosquito),False,IPR032695,homologous_superfamily,,1111,481,647,CONTINUOUS
A0A023EWP9,Putative vitronectin receptor alpha subunit,1111,,7160,Aedes albopictus,Aedes albopictus (Asian tiger mosquito),False,IPR032695,homologous_superfamily,,1111,649,777,CONTINUOUS
A0A023EWP9,Putative vitronectin receptor alpha subunit,1111,,7160,Aedes albopictus,Aedes albopictus (Asian tiger mosquito),False,IPR032695,homologous_superfamily,,1111,788,1064,CONTINUOUS
A0A023F1M7,Putative vitronectin receptor alpha subunit,1940,,30076,Triatoma infestans,Triatoma infestans (Assassin bug),False,IPR032695,homologous_superfamily,,1940,399,556,CONTINUOUS
A0A023F1M7,Putative vitronectin receptor alpha subunit,1940,,30076,Triatoma infestans,Triatoma infestans (Assassin bug),False,IPR032695,homologous_superfamily,,1940,558,696,CONTINUOUS
A0A023F1M7,Putative vitronectin receptor alpha subunit,1940,,30076,Triatoma infestans,Triatoma infestans (Assassin bug),False,IPR032695,homologous_superfamily,,1940,703,802,CONTINUOUS
A0A023F1M7,Putative vitronectin receptor alpha subunit,1940,,30076,Triatoma infestans,Triatoma infestans (Assassin bug),False,IPR032695,homologous_superfamily,,1940,1787,1890,CONTINUOUS
A0A023FJ12,Putative vitronectin receptor alpha subunit,342,,34607,Amblyomma cajennense,Amblyomma cajennense (Cayenne tick),True,IPR032695,homologous_superfamily,,342,11,118,CONTINUOUS
A0A023FJ12,Putative vitronectin receptor alpha subunit,342,,34607,Amblyomma cajennense,Amblyomma cajennense (Cayenne tick),True,IPR032695,homologous_superfamily,,342,125,306,CONTINUOUS
A0A023FLS0,Integrin beta,602,,34607,Amblyomma cajennense,Amblyomma cajennense (Cayenne tick),True,IPR032695,homologous_superfamily,,602,383,474,CONTINUOUS
A0A023GGZ3,Integrin beta,709,,251400,Amblyomma triste,Amblyomma triste (Neotropical tick),True,IPR032695,homologous_superfamily,,709,378,469,CONTINUOUS
A0A023I2Y2,Integrin beta,800,ITGB5,9825,Sus scrofa domesticus,Sus scrofa domesticus (domestic pig),True,IPR032695,homologous_superfamily,,800,377,466,CONTINUOUS
A0A023I2Y3,Integrin beta,841,itg,535359,Macrocentrus cingulum,Macrocentrus cingulum,True,IPR032695,homologous_superfamily,,841,416,468,CONTINUOUS
A0A023UG44,Integrin beta,838,,52344,Helicoverpa assulta,Helicoverpa assulta (Oriental tobacco budworm),True,IPR032695,homologous_superfamily,,838,404,497,CONTINUOUS
A0A026VUY3,Integrin alpha-PS1,1107,X777_04206,2015173,Ooceraea biroi,Ooceraea biroi (Clonal raider ant),True,IPR032695,homologous_superfamily,,1107,494,651,CONTINUOUS
A0A026VUY3,Integrin alpha-PS1,1107,X777_04206,2015173,Ooceraea biroi,Ooceraea biroi (Clonal raider ant),True,IPR032695,homologous_superfamily,,1107,652,785,CONTINUOUS
A0A026VUY3,Integrin alpha-PS1,1107,X777_04206,2015173,Ooceraea biroi,Ooceraea biroi (Clonal raider ant),True,IPR032695,homologous_superfamily,,1107,794,1053,CONTINUOUS
A0A026VXQ7,Integrin beta,644,X777_15362,2015173,Ooceraea biroi,Ooceraea biroi (Clonal raider ant),True,IPR032695,homologous_superfamily,,644,211,325,CONTINUOUS
A0A026W443,Integrin beta,820,X777_10488,2015173,Ooceraea biroi,Ooceraea biroi (Clonal raider ant),True,IPR032695,homologous_superfamily,,820,391,471,CONTINUOUS
A0A026WI38,Integrin alpha-9,1048,X777_04249,2015173,Ooceraea biroi,Ooceraea biroi (Clonal raider ant),True,IPR032695,homologous_superfamily,,1048,474,608,CONTINUOUS
A0A026WI38,Integrin alpha-9,1048,X777_04249,2015173,Ooceraea biroi,Ooceraea biroi (Clonal raider ant),True,IPR032695,homologous_superfamily,,1048,609,736,CONTINUOUS
A0A026WI38,Integrin alpha-9,1048,X777_04249,2015173,Ooceraea biroi,Ooceraea biroi (Clonal raider ant),True,IPR032695,homologous_superfamily,,1048,773,950,CONTINUOUS
A0A026WUK0,Integrin alpha-PS2,1413,X777_14958,2015173,Ooceraea biroi,Ooceraea biroi (Clonal raider ant),False,IPR032695,homologous_superfamily,,1413,263,422,CONTINUOUS
A0A026WUK0,Integrin alpha-PS2,1413,X777_14958,2015173,Ooceraea biroi,Ooceraea biroi (Clonal raider ant),False,IPR032695,homologous_superfamily,,1413,423,558,CONTINUOUS
A0A026WUK0,Integrin alpha-PS2,1413,X777_14958,2015173,Ooceraea biroi,Ooceraea biroi (Clonal raider ant),False,IPR032695,homologous_superfamily,,1413,565,1363,CONTINUOUS
A0A026WZX2,Integrin alpha second immunoglobulin-like domain-containing protein,1059,X777_07910,2015173,Ooceraea biroi,Ooceraea biroi (Clonal raider ant),True,IPR032695,homologous_superfamily,,1059,642,771,CONTINUOUS
A0A026WZX2,Integrin alpha second immunoglobulin-like domain-containing protein,1059,X777_07910,2015173,Ooceraea biroi,Ooceraea biroi (Clonal raider ant),True,IPR032695,homologous_superfamily,,1059,774,1000,CONTINUOUS
A0A026X3M7,Integrin beta,846,X777_07493,2015173,Ooceraea biroi,Ooceraea biroi (Clonal raider ant),True,IPR032695,homologous_superfamily,,846,414,507,CONTINUOUS
A0A061IJ01,Integrin alpha-5,1053,Itga5,10029,Cricetulus griseus,Cricetulus griseus (Chinese hamster),True,IPR032695,homologous_superfamily,,1053,494,650,CONTINUOUS
A0A061IJ01,Integrin alpha-5,1053,Itga5,10029,Cricetulus griseus,Cricetulus griseus (Chinese hamster),True,IPR032695,homologous_superfamily,,1053,651,784,CONTINUOUS
A0A061IJ01,Integrin alpha-5,1053,Itga5,10029,Cricetulus griseus,Cricetulus griseus (Chinese hamster),True,IPR032695,homologous_superfamily,,1053,792,1006,CONTINUOUS
A0A067QE58,Integrin alpha-PS1,275,L798_00090,136037,Zootermopsis nevadensis,Zootermopsis nevadensis (Dampwood termite),True,IPR032695,homologous_superfamily,,275,2,58,CONTINUOUS
A0A067QE58,Integrin alpha-PS1,275,L798_00090,136037,Zootermopsis nevadensis,Zootermopsis nevadensis (Dampwood termite),True,IPR032695,homologous_superfamily,,275,71,273,CONTINUOUS
A0A067QK14,Integrin beta,739,L798_01636,136037,Zootermopsis nevadensis,Zootermopsis nevadensis (Dampwood termite),True,IPR032695,homologous_superfamily,,739,331,406,CONTINUOUS
A0A067QKE7,Integrin alpha-PS2,1353,L798_00509,136037,Zootermopsis nevadensis,Zootermopsis nevadensis (Dampwood termite),False,IPR032695,homologous_superfamily,,1353,198,360,CONTINUOUS
A0A067QKE7,Integrin alpha-PS2,1353,L798_00509,136037,Zootermopsis nevadensis,Zootermopsis nevadensis (Dampwood termite),False,IPR032695,homologous_superfamily,,1353,361,499,CONTINUOUS
A0A067QKE7,Integrin alpha-PS2,1353,L798_00509,136037,Zootermopsis nevadensis,Zootermopsis nevadensis (Dampwood termite),False,IPR032695,homologous_superfamily,,1353,505,1302,CONTINUOUS
A0A067QUQ4,Integrin alpha-PS1,1034,L798_01617,136037,Zootermopsis nevadensis,Zootermopsis nevadensis (Dampwood termite),True,IPR032695,homologous_superfamily,,1034,404,574,CONTINUOUS
A0A067QUQ4,Integrin alpha-PS1,1034,L798_01617,136037,Zootermopsis nevadensis,Zootermopsis nevadensis (Dampwood termite),True,IPR032695,homologous_superfamily,,1034,576,705,CONTINUOUS
A0A067QUQ4,Integrin alpha-PS1,1034,L798_01617,136037,Zootermopsis nevadensis,Zootermopsis nevadensis (Dampwood termite),True,IPR032695,homologous_superfamily,,1034,718,985,CONTINUOUS
A0A067QVE4,Integrin alpha-PS3,830,L798_01742,136037,Zootermopsis nevadensis,Zootermopsis nevadensis (Dampwood termite),True,IPR032695,homologous_superfamily,,830,267,415,CONTINUOUS
A0A067QVE4,Integrin alpha-PS3,830,L798_01742,136037,Zootermopsis nevadensis,Zootermopsis nevadensis (Dampwood termite),True,IPR032695,homologous_superfamily,,830,417,546,CONTINUOUS
A0A067QVE4,Integrin alpha-PS3,830,L798_01742,136037,Zootermopsis nevadensis,Zootermopsis nevadensis (Dampwood termite),True,IPR032695,homologous_superfamily,,830,551,804,CONTINUOUS
A0A067R5J4,Uncharacterized protein,102,L798_12482,136037,Zootermopsis nevadensis,Zootermopsis nevadensis (Dampwood termite),True,IPR032695,homologous_superfamily,,102,4,96,CONTINUOUS
A0A067REY1,Integrin beta,823,L798_01982,136037,Zootermopsis nevadensis,Zootermopsis nevadensis (Dampwood termite),True,IPR032695,homologous_superfamily,,823,395,485,CONTINUOUS
A0A067REZ0,Integrin alpha second immunoglobulin-like domain-containing protein,695,L798_07979,136037,Zootermopsis nevadensis,Zootermopsis nevadensis (Dampwood termite),True,IPR032695,homologous_superfamily,,695,112,266,CONTINUOUS
A0A067REZ0,Integrin alpha second immunoglobulin-like domain-containing protein,695,L798_07979,136037,Zootermopsis nevadensis,Zootermopsis nevadensis (Dampwood termite),True,IPR032695,homologous_superfamily,,695,267,395,CONTINUOUS
A0A067REZ0,Integrin alpha second immunoglobulin-like domain-containing protein,695,L798_07979,136037,Zootermopsis nevadensis,Zootermopsis nevadensis (Dampwood termite),True,IPR032695,homologous_superfamily,,695,402,631,CONTINUOUS
A0A068BA00,Integrin alpha first immunoglubulin-like domain-containing protein,244,,9838,Camelus dromedarius,Camelus dromedarius (Dromedary),True,IPR032695,homologous_superfamily,,244,49,205,CONTINUOUS
A0A068Y1D7,Integrin alpha third immunoglobulin-like domain-containing protein,1322,EmuJ_000573500,6211,Echinococcus multilocularis,Echinococcus multilocularis (Fox tapeworm),False,IPR032695,homologous_superfamily,,1322,903,1169,CONTINUOUS
A0A068YDF9,Integrin alpha third immunoglobulin-like domain-containing protein,1159,EmuJ_000782500,6211,Echinococcus multilocularis,Echinococcus multilocularis (Fox tapeworm),True,IPR032695,homologous_superfamily,,1159,686,782,CONTINUOUS
A0A068YDF9,Integrin alpha third immunoglobulin-like domain-containing protein,1159,EmuJ_000782500,6211,Echinococcus multilocularis,Echinococcus multilocularis (Fox tapeworm),True,IPR032695,homologous_superfamily,,1159,811,1039,CONTINUOUS
A0A069DXI6,Integrin beta,823,,65343,Panstrongylus megistus,Panstrongylus megistus,True,IPR032695,homologous_superfamily,,823,387,482,CONTINUOUS
A0A074YTJ4,Integrin alpha third immunoglobulin-like domain-containing protein,71,T265_16328,6198,Opisthorchis viverrini,Opisthorchis viverrini (Southeast Asian liver fluke),True,IPR032695,homologous_superfamily,,71,6,53,CONTINUOUS
A0A074Z167,Integrin alpha third immunoglobulin-like domain-containing protein,580,T265_15620,6198,Opisthorchis viverrini,Opisthorchis viverrini (Southeast Asian liver fluke),True,IPR032695,homologous_superfamily,,580,266,535,CONTINUOUS
A0A074Z2L6,Integrin alpha second immunoglobulin-like domain-containing protein,1021,T265_10413,6198,Opisthorchis viverrini,Opisthorchis viverrini (Southeast Asian liver fluke),True,IPR032695,homologous_superfamily,,1021,860,977,CONTINUOUS
A0A074ZXU8,Integrin alpha third immunoglobulin-like domain-containing protein,1229,T265_01999,6198,Opisthorchis viverrini,Opisthorchis viverrini (Southeast Asian liver fluke),True,IPR032695,homologous_superfamily,,1229,686,797,CONTINUOUS
A0A074ZXU8,Integrin alpha third immunoglobulin-like domain-containing protein,1229,T265_01999,6198,Opisthorchis viverrini,Opisthorchis viverrini (Southeast Asian liver fluke),True,IPR032695,homologous_superfamily,,1229,829,1068,CONTINUOUS
A0A075A1G9,Integrin alpha-2 domain-containing protein,1377,T265_03975,6198,Opisthorchis viverrini,Opisthorchis viverrini (Southeast Asian liver fluke),False,IPR032695,homologous_superfamily,,1377,937,1257,CONTINUOUS
A0A075AHW7,Integrin alpha third immunoglobulin-like domain-containing protein,1989,T265_02959,6198,Opisthorchis viverrini,Opisthorchis viverrini (Southeast Asian liver fluke),False,IPR032695,homologous_superfamily,,1989,1464,1691,CONTINUOUS
A0A075DNL4,Integrin beta,787,ITGB3,447135,Myodes glareolus,Myodes glareolus (Bank vole),True,IPR032695,homologous_superfamily,,787,375,464,CONTINUOUS
A0A076JQH6,Integrin alpha3,945,,7091,Bombyx mori,Bombyx mori (Silk moth),True,IPR032695,homologous_superfamily,,945,480,614,CONTINUOUS
A0A076JQH6,Integrin alpha3,945,,7091,Bombyx mori,Bombyx mori (Silk moth),True,IPR032695,homologous_superfamily,,945,615,705,CONTINUOUS
A0A076JQI1,Integrin beta,747,,7091,Bombyx mori,Bombyx mori (Silk moth),True,IPR032695,homologous_superfamily,,747,361,439,CONTINUOUS
A0A076JVB3,Integrin alpha1,1112,,7091,Bombyx mori,Bombyx mori (Silk moth),True,IPR032695,homologous_superfamily,,1112,467,630,CONTINUOUS
A0A076JVB3,Integrin alpha1,1112,,7091,Bombyx mori,Bombyx mori (Silk moth),True,IPR032695,homologous_superfamily,,1112,632,762,CONTINUOUS
A0A076JVB3,Integrin alpha1,1112,,7091,Bombyx mori,Bombyx mori (Silk moth),True,IPR032695,homologous_superfamily,,1112,778,1056,CONTINUOUS
A0A076JVB8,Integrin beta,833,,7091,Bombyx mori,Bombyx mori (Silk moth),True,IPR032695,homologous_superfamily,,833,401,495,CONTINUOUS
A0A076JVC2,Integrin alpha2,744,,7091,Bombyx mori,Bombyx mori (Silk moth),True,IPR032695,homologous_superfamily,,744,6,138,CONTINUOUS
A0A076JVC2,Integrin alpha2,744,,7091,Bombyx mori,Bombyx mori (Silk moth),True,IPR032695,homologous_superfamily,,744,148,744,CONTINUOUS
A0A077JCJ0,Integrin beta,803,ITGB1,93934,Coturnix japonica,Coturnix japonica (Japanese quail),True,IPR032695,homologous_superfamily,,803,357,473,CONTINUOUS
A0A077YZG6,Integrin beta subunit VWA domain-containing protein,463,TTRE_0000113001,36087,Trichuris trichiura,Trichuris trichiura (Whipworm),True,IPR032695,homologous_superfamily,,463,118,235,CONTINUOUS
A0A077Z3W2,Integrin alpha pat 2,1131,TTRE_0000280401,36087,Trichuris trichiura,Trichuris trichiura (Whipworm),False,IPR032695,homologous_superfamily,,1131,486,656,CONTINUOUS
A0A077Z3W2,Integrin alpha pat 2,1131,TTRE_0000280401,36087,Trichuris trichiura,Trichuris trichiura (Whipworm),False,IPR032695,homologous_superfamily,,1131,658,794,CONTINUOUS
A0A077Z3W2,Integrin alpha pat 2,1131,TTRE_0000280401,36087,Trichuris trichiura,Trichuris trichiura (Whipworm),False,IPR032695,homologous_superfamily,,1131,801,1061,CONTINUOUS
A0A077Z8U9,Integrin beta,794,TTRE_0000338101,36087,Trichuris trichiura,Trichuris trichiura (Whipworm),True,IPR032695,homologous_superfamily,,794,383,457,CONTINUOUS
A0A077ZDE1,Protein ina fg gap protein,1008,TTRE_0000489001,36087,Trichuris trichiura,Trichuris trichiura (Whipworm),True,IPR032695,homologous_superfamily,,1008,545,683,CONTINUOUS
A0A077ZDE1,Protein ina fg gap protein,1008,TTRE_0000489001,36087,Trichuris trichiura,Trichuris trichiura (Whipworm),True,IPR032695,homologous_superfamily,,1008,693,962,CONTINUOUS
A0A084VA89,Uncharacterized protein,1290,,74873,Anopheles sinensis,Anopheles sinensis (Mosquito),False,IPR032695,homologous_superfamily,,1290,249,411,CONTINUOUS
A0A084VA89,Uncharacterized protein,1290,,74873,Anopheles sinensis,Anopheles sinensis (Mosquito),False,IPR032695,homologous_superfamily,,1290,413,548,CONTINUOUS
A0A084VA89,Uncharacterized protein,1290,,74873,Anopheles sinensis,Anopheles sinensis (Mosquito),False,IPR032695,homologous_superfamily,,1290,556,1240,CONTINUOUS
A0A084VEQ5,Integrin alpha second immunoglobulin-like domain-containing protein,1132,,74873,Anopheles sinensis,Anopheles sinensis (Mosquito),True,IPR032695,homologous_superfamily,,1132,513,656,CONTINUOUS
A0A084VEQ5,Integrin alpha second immunoglobulin-like domain-containing protein,1132,,74873,Anopheles sinensis,Anopheles sinensis (Mosquito),True,IPR032695,homologous_superfamily,,1132,659,784,CONTINUOUS
A0A084VH17,Integrin beta,834,,74873,Anopheles sinensis,Anopheles sinensis (Mosquito),True,IPR032695,homologous_superfamily,,834,384,496,CONTINUOUS
A0A084VNX9,Uncharacterized protein,1194,,74873,Anopheles sinensis,Anopheles sinensis (Mosquito),True,IPR032695,homologous_superfamily,,1194,491,675,CONTINUOUS
