#Knot_type	Category	Uniprot	Organism	pLDDT_knotcore	Protein_name	InterPro	Gene_name	#FILTER: InterPro=IPR010793 AND Category=AF4;
5_2	AF4	A0A0N4U971-F1	Guinea worm	79.8	39S ribosomal protein L37, mitochondrial	IPR010793,IPR039982	DME_LOCUS7624
5_2	AF4	A0A7R9QUS2-F1	Oppiella nova	68.0	TPR_REGION domain-containing protein	IPR010793,IPR011990,IPR019734,IPR039982	ONB1V03_LOCUS15754
5_1	AF4	A0A803WCJ9-F1	Collared flycatcher	82.3	Mitochondrial ribosomal protein L37	IPR010793	MRPL37
5_1	AF4	A0A2J8NI02-F1	Chimpanzee	80.1	MRPL37 isoform 2	IPR010793	CK820_G0010556
3_1	AF4	A0A6D2XYJ9-F1	Chimpanzee	96.3	MRPL37 isoform 3	IPR010793	CK820_G0010556
3_1	AF4	A0A2R9C6B6-F1	Pygmy chimpanzee	96.3	Mitochondrial ribosomal protein L37	IPR010793	MRPL37
3_1	AF4	K7DEP4-F1	Chimpanzee	96.2	Mitochondrial ribosomal protein L37	IPR010793	MRPL37
3_1	AF4	A0A0D9S773-F1	Green monkey	95.8	Mitochondrial ribosomal protein L37	IPR010793	MRPL37
3_1	AF4	A0A2K5WSP6-F1	Crab-eating macaque	95.8	Mitochondrial ribosomal protein L37	IPR010793	MRPL37
3_1	AF4	G1QT17-F1	Northern white-cheeked gibbon	95.8	Mitochondrial ribosomal protein L37	IPR010793	MRPL37
3_1	AF4	A0A2K5XRU2-F1	Drill	95.7	Mitochondrial ribosomal protein L37	IPR010793	MRPL37
3_1	AF4	A0A2K5IQU3-F1	Peters' Angolan colobus	95.7	39S ribosomal protein L37, mitochondrial	IPR010793	
3_1	AF4	A0A2K6ME39-F1	Black snub-nosed monkey	95.7	Mitochondrial ribosomal protein L37	IPR010793	MRPL37
3_1	AF4	A0A2K5J1S2-F1	Peters' Angolan colobus	95.7	Mitochondrial ribosomal protein S30	IPR010793,IPR039982	
3_1	AF4	A0A2K6CR64-F1	Pig-tailed macaque	95.7	Mitochondrial ribosomal protein L37	IPR010793	MRPL37
3_1	AF4	A0A096N932-F1	Olive baboon	95.7	Mitochondrial ribosomal protein L37	IPR010793	MRPL37
3_1	AF4	A0A2K6PGP1-F1	Golden snub-nosed monkey	95.7	Mitochondrial ribosomal protein L37	IPR010793	MRPL37
3_1	AF4	A0A2K5P0M0-F1	Sooty mangabey	95.6	Mitochondrial ribosomal protein L37	IPR010793	MRPL37
3_1	AF4	A0A7J7ZZD8-F1	Greater mouse-eared bat	95.4	Mitochondrial ribosomal protein L37	IPR010793	mMyoMyo1_013317
3_1	AF4	A0A2K6EPJ5-F1	Coquerel's sifaka	95.3	Mitochondrial ribosomal protein L37	IPR010793	MRPL37
3_1	AF4	A0A2K5D8M1-F1	Ma's night monkey	95.3	Mitochondrial ribosomal protein L37	IPR010793	MRPL37
3_1	AF4	A4FUC0-F1	Bovine	95.2	39S ribosomal protein L37, mitochondrial (L37mt) (MRP-L37)	IPR010793	MRPL37
3_1	AF4	F6YDG8-F1	Horse	95.2	Mitochondrial ribosomal protein L37	IPR010793	MRPL37
3_1	AF4	A0A7J8A973-F1	Kuhl's pipistrelle	95.1	Mitochondrial ribosomal protein L37	IPR010793	mPipKuh1_011769
3_1	AF4	A0A822ALA7-F1	mimic poison frog	95.1	(mimic poison frog) hypothetical protein	IPR010793	RIMITATOR_LOCUS6785842
3_1	AF4	F7HDI3-F1	White-tufted-ear marmoset	95.1	Mitochondrial ribosomal protein L37	IPR010793	MRPL37
3_1	AF4	A0A2K6T405-F1	Bolivian squirrel monkey	95.1	Mitochondrial ribosomal protein L37	IPR010793	MRPL37
3_1	AF4	A0A480UEG3-F1	Pig	95.1	39S ribosomal protein L37, mitochondrial (39S ribosomal protein L37, mitochondrial isoform 2)	IPR010793	
3_1	AF4	L9KZU9-F1	Chinese tree shrew	95.0	39S ribosomal protein L37, mitochondrial	IPR010793	TREES_T100006367
3_1	AF4	G3RJ29-F1	Western lowland gorilla	95.0	Mitochondrial ribosomal protein S30	IPR010793,IPR039982	MRPS30
3_1	AF4	A0A2D4JF33-F1	Micrurus lemniscatus	95.0	39S ribosomal protein L37, mitochondrial	IPR010793	
3_1	AF4	A0A2K6PS38-F1	Golden snub-nosed monkey	95.0	Mitochondrial ribosomal protein S30	IPR010793,IPR039982	MRPS30
3_1	AF4	A0A7J7F5U9-F1	South-central black rhinoceros	95.0	39S ribosomal protein L37, mitochondrial	IPR010793	HPG69_012223
3_1	AF4	A0A671E2K3-F1	Greater horseshoe bat	94.9	Mitochondrial ribosomal protein L37	IPR010793	MRPL37 mRhiFer1_011243
3_1	AF4	U3BYW7-F1	White-tufted-ear marmoset	94.9	28S ribosomal protein S30, mitochondrial (Mitochondrial ribosomal protein S30)	IPR010793,IPR039982	MRPS30
3_1	AF4	A0A0D9RW07-F1	Green monkey	94.9	Mitochondrial ribosomal protein S30	IPR010793,IPR039982	MRPS30
