#Knot_type	Category	Uniprot	Organism	pLDDT_knotcore	Protein_name	InterPro	Gene_name	#FILTER: InterPro=IPR022628;IPR002133;IPR022636 AND Category=AF4;
5_2	AF4	A0A195BEE2-F1	Atta colombica	84.1	S-adenosylmethionine synthase (EC 2.5.1.6)	IPR002133,IPR022628,IPR022629,IPR022630,IPR022631,IPR022636	ALC53_06650
5_2	AF4	A0A212EIM0-F1	Danaus plexippus	82.8	S-adenosylmethionine synthase (EC 2.5.1.6)	IPR002133,IPR022628,IPR022629,IPR022630,IPR022631,IPR022636	KGM_204514
5_1	AF4	A0A1S8X7L4-F1	Opisthorchis viverrini	92.6	S-adenosylmethionine synthase (EC 2.5.1.6)	IPR002133,IPR022628,IPR022629,IPR022630,IPR022631,IPR022636	X801_01406
5_1	AF4	A0A835TQ94-F1	Lamprotornis superbus	65.7	S-adenosylmethionine synthase (EC 2.5.1.6)	IPR002133,IPR022628,IPR022629,IPR022630,IPR022631,IPR022636	IHE44_009282
3_1#3_1	AF4	A0A3B3B8Z7-F1	Marine medaka	92.5	S-adenosylmethionine synthase (EC 2.5.1.6)	IPR002133,IPR022628,IPR022629,IPR022630,IPR022631,IPR022636	
3_1#3_1	AF4	A0A2P4W3Y7-F1	Caenorhabditis vulgaris	87.3	S-adenosylmethionine synthase (EC 2.5.1.6)	IPR002133,IPR022628,IPR022629,IPR022630,IPR022631,IPR022636	FL81_05621
3_1	AF4	A0A821GJV7-F1	mimic poison frog	98.7	S-adenosylmethionine synthase (EC 2.5.1.6)	IPR002133,IPR022628,IPR022629,IPR022630,IPR022631,IPR022636	RIMITATOR_LOCUS1202215
3_1	AF4	Q3TED1-F1	Mouse	98.6	S-adenosylmethionine synthase (EC 2.5.1.6)	IPR002133,IPR022628,IPR022629,IPR022630,IPR022631,IPR022636	Mat2a
3_1	AF4	A0A096P4G0-F1	Olive baboon	98.6	S-adenosylmethionine synthase (EC 2.5.1.6)	IPR002133,IPR022628,IPR022629,IPR022630,IPR022631,IPR022636	MAT1A
3_1	AF4	A0A6G1AA65-F1	Spotted hyena	98.6	S-adenosylmethionine synthase (EC 2.5.1.6)	IPR002133,IPR022628,IPR022629,IPR022630,IPR022631,IPR022636	Mat1a FOF47_R10990
3_1	AF4	H0XMD0-F1	Small-eared galago	98.6	S-adenosylmethionine synthase (EC 2.5.1.6)	IPR002133,IPR022628,IPR022629,IPR022630,IPR022631,IPR022636	MAT2A
3_1	AF4	A0A4X2L567-F1	Common wombat	98.6	S-adenosylmethionine synthase (EC 2.5.1.6)	IPR002133,IPR022628,IPR022629,IPR022630,IPR022631,IPR022636	
3_1	AF4	W5PKE6-F1	Sheep	98.6	S-adenosylmethionine synthase (EC 2.5.1.6)	IPR002133,IPR022628,IPR022629,IPR022630,IPR022631,IPR022636	MAT1A
3_1	AF4	A0A852F6J8-F1	Olive warbler	98.6	S-adenosylmethionine synthase (EC 2.5.1.6)	IPR002133,IPR022628,IPR022629,IPR022630,IPR022631,IPR022636	Mat2a PEUTAE_R04415
3_1	AF4	A0A7N4V6X0-F1	Tasmanian devil	98.6	S-adenosylmethionine synthase (EC 2.5.1.6)	IPR002133,IPR022628,IPR022629,IPR022630,IPR022631,IPR022636	MAT2A
3_1	AF4	A0A7L0Q9T4-F1	Kirtland's warbler	98.6	S-adenosylmethionine synthase (EC 2.5.1.6)	IPR002133,IPR022628,IPR022629,IPR022630,IPR022631,IPR022636	Mat2a SETKIR_R00314
3_1	AF4	A0A2K6DTZ7-F1	Pig-tailed macaque	98.6	S-adenosylmethionine synthase (EC 2.5.1.6)	IPR002133,IPR022628,IPR022629,IPR022630,IPR022631,IPR022636	MAT1A
3_1	AF4	A0A7J7VVH1-F1	Kuhl's pipistrelle	98.6	S-adenosylmethionine synthase (EC 2.5.1.6)	IPR002133,IPR022628,IPR022629,IPR022630,IPR022631,IPR022636	mPipKuh1_011276
3_1	AF4	A0A6P8R4V7-F1	Gaboon caecilian	98.6	S-adenosylmethionine synthase (EC 2.5.1.6)	IPR002133,IPR022628,IPR022629,IPR022630,IPR022631,IPR022636	MAT2A
3_1	AF4	A0A7K8GDC7-F1	Chowchilla	98.6	S-adenosylmethionine synthase (EC 2.5.1.6)	IPR002133,IPR022628,IPR022629,IPR022630,IPR022631,IPR022636	Mat2a_1 ORTSPA_R03327
3_1	AF4	A0A6J2LRY8-F1	pale spear-nosed bat	98.6	S-adenosylmethionine synthase (EC 2.5.1.6)	IPR002133,IPR022628,IPR022629,IPR022630,IPR022631,IPR022636	MAT1A HJG60_012721
3_1	AF4	A0A2K6M8E9-F1	Black snub-nosed monkey	98.6	S-adenosylmethionine synthase (EC 2.5.1.6)	IPR002133,IPR022628,IPR022629,IPR022630,IPR022631,IPR022636	MAT1A
3_1	AF4	A0A452E082-F1	Goat	98.6	S-adenosylmethionine synthase (EC 2.5.1.6)	IPR002133,IPR022628,IPR022629,IPR022630,IPR022631,IPR022636	MAT1A
3_1	AF4	A0A4U1F9I1-F1	Narwhal	98.6	S-adenosylmethionine synthase (EC 2.5.1.6)	IPR002133,IPR022628,IPR022629,IPR022630,IPR022631,IPR022636	EI555_012878
3_1	AF4	G3HQ15-F1	Chinese hamster	98.6	S-adenosylmethionine synthase (EC 2.5.1.6)	IPR002133,IPR022628,IPR022629,IPR022630,IPR022631,IPR022636	Mat1a CgPICR_006205 I79_012904
3_1	AF4	A0A3Q7XCT8-F1	Ursus arctos	98.6	S-adenosylmethionine synthase (EC 2.5.1.6)	IPR002133,IPR022628,IPR022629,IPR022630,IPR022631,IPR022636	MAT1A
3_1	AF4	G1P4J4-F1	Little brown bat	98.6	S-adenosylmethionine synthase (EC 2.5.1.6)	IPR002133,IPR022628,IPR022629,IPR022630,IPR022631,IPR022636	MAT2A
3_1	AF4	A0A850YAW5-F1	Long-tailed tit	98.6	S-adenosylmethionine synthase (EC 2.5.1.6)	IPR002133,IPR022628,IPR022629,IPR022630,IPR022631,IPR022636	Mat2a AEGCAU_R11732
3_1	AF4	G1RIF3-F1	Northern white-cheeked gibbon	98.6	S-adenosylmethionine synthase (EC 2.5.1.6)	IPR002133,IPR022628,IPR022629,IPR022630,IPR022631,IPR022636	MAT1A
3_1	AF4	A0A822H0Y4-F1	mimic poison frog	98.6	S-adenosylmethionine synthase (EC 2.5.1.6)	IPR002133,IPR022628,IPR022629,IPR022630,IPR022631,IPR022636	RIMITATOR_LOCUS11885446
3_1	AF4	A0A851W1Y2-F1	Copsychus sechellarum	98.6	S-adenosylmethionine synthase (EC 2.5.1.6)	IPR002133,IPR022628,IPR022629,IPR022630,IPR022631,IPR022636	Mat2a COPSEC_R14537
3_1	AF4	A0A3Q7Q768-F1	Northern fur seal	98.6	S-adenosylmethionine synthase (EC 2.5.1.6)	IPR002133,IPR022628,IPR022629,IPR022630,IPR022631,IPR022636	MAT2A
