#Knot_type	Category	Uniprot	Organism	pLDDT_knotcore	Protein_name	InterPro	Gene_name	#FILTER: InterPro=IPR004837 AND Category=AF4;
6_2	AF4	A0A1I8G715-F1	Macrostomum lignano	73.2	Sodium/potassium/calcium exchanger 3	IPR004481,IPR004837,IPR044880	
6_2	AF4	A0A401SSZ3-F1	Brownbanded bambooshark	72.9	Solute carrier family 24 member 4	IPR004481,IPR004837,IPR044880	chiPu_0011952
6_2	AF4	A0A6P9BW67-F1	Corn snake	72.4	sodium/potassium/calcium exchanger 4 isoform X3	IPR004481,IPR004837,IPR044880	SLC24A4
6_2	AF4	A0A5N5LBK7-F1	Striped catfish	72.0	Solute carrier family 24 member 4b	IPR004481,IPR004837,IPR044880	PHYPO_G00095630
6_2	AF4	A0A7J6AKY7-F1	Black bullhead	71.4	Solute carrier family 24 member 4b	IPR004481,IPR004837,IPR044880	AMELA_G00152780
6_2	AF4	A0A6P4YSR5-F1	Amphioxus	70.9	sodium/potassium/calcium exchanger 3-like isoform X2	IPR004481,IPR004837,IPR044880	LOC109472228
6_2	AF4	A0A1I8I2R8-F1	Macrostomum lignano	70.1	Sodium/potassium/calcium exchanger 3	IPR004481,IPR004837,IPR044880	
5_1	AF4	A0A0E4GVB2-F1	Mycobacterium lentiflavum	91.9	Sodium/calcium exchanger family protein	IPR004837,IPR044880	BN1232_00393
5_1	AF4	A0A1A0UCJ7-F1	Mycobacterium sp	91.8	Sodium:proton exchanger	IPR004837,IPR044880	A5758_08790
5_1	AF4	A0A1X1U5P9-F1	Mycobacterium florentinum	91.8	Sodium:proton exchanger	IPR004837,IPR044880	AWC05_21825
5_1	AF4	A0A7T1F7W9-F1	Mycobacterium avium subsp	91.8	Sodium:proton exchanger	IPR004837,IPR044880	MAPS_22735
5_1	AF4	A0A7I7KHM4-F1	Mycobacterium habana	91.7	Sodium/calcium exchanger family protein	IPR004837,IPR044880	MSIM_22730
5_1	AF4	A0A1A2UGE9-F1	Mycobacterium scrofulaceum	91.5	Sodium:proton exchanger	IPR004837,IPR044880	A5679_26215
5_1	AF4	A0A1A1WHE2-F1	Mycobacterium sp	91.5	Sodium:proton exchanger	IPR004837,IPR044880	A5730_13930
5_1	AF4	J9WIR5-F1	Mycobacterium indicus pranii 	91.4	Sodium/calcium exchanger family protein	IPR004837,IPR044880	MIP_07672
5_1	AF4	A0A2A3L7P8-F1	Mycobacterium avium subsp	91.4	Sodium:proton exchanger	IPR004837,IPR044880	BEP52_23570 XV03_12680
5_1	AF4	V7JED3-F1	Mycobacterium avium	91.4	Sodium/hydrogen exchanger	IPR004837,IPR044880	O984_01880
5_1	AF4	A0A1X1T6A9-F1	Mycobacterium conspicuum	91.4	Sodium:proton exchanger	IPR004837,IPR044880	AWC00_17735
5_1	AF4	A0A7V3MIQ5-F1	Actinomycetia bacterium	91.3	Sodium:proton exchanger	IPR004837,IPR044880	ENW93_13195
5_1	AF4	A0A1A3PIF0-F1	Mycobacterium sp	91.3	Sodium:proton exchanger	IPR004837,IPR044880	A5658_16885
5_1	AF4	A0A2A2ZC53-F1	Mycobacterium avium	91.3	Sodium:proton exchanger	IPR004837,IPR044880	CKJ66_25675
5_1	AF4	A0A1A2X0C3-F1	Mycobacterium sp	91.2	Sodium:proton exchanger	IPR004837,IPR044880	A5713_17810
5_1	AF4	A0A7I7QBZ0-F1	Mycobacterium stomatepiae	91.2	Sodium/calcium exchanger family protein	IPR004837,IPR044880	MSTO_37510
5_1	AF4	A0A0U1D452-F1	Mycobacterium europaeum	91.2	Sodium/calcium exchanger family protein	IPR004837,IPR044880	BN000_01590
5_1	AF4	A0A1R0VR46-F1	Mycobacterium sp	91.2	Sodium:proton exchanger	IPR004837,IPR044880	A5745_18560
5_1	AF4	A0A1A3DDL0-F1	Mycobacterium alsense	91.2	Sodium:proton exchanger	IPR004837,IPR044880	A5660_07215
5_1	AF4	A0A2K4Y3X5-F1	Mycobacterium ahvazicum	91.1	Sodium:proton exchanger	IPR004837,IPR044880	MAAFP003_150
5_1	AF4	A0A1W9YA31-F1	Mycobacterium alsense	91.1	Sodium:proton exchanger	IPR004837,IPR044880	BST11_01975
5_1	AF4	A0A1A2SGM0-F1	Mycobacterium colombiense	91.0	Sodium:proton exchanger	IPR004837,IPR044880	A5685_02040
5_1	AF4	A0A1X1Z6B2-F1	Mycobacterium palustre	91.0	Sodium:proton exchanger	IPR004837,IPR044880	AWC19_18250
5_1	AF4	A0A6B9BG22-F1	Mycobacterium avium subsp	91.0	Sodium/calcium exchanger protein	IPR004837,IPR044880	MAA44156_04592
5_1	AF4	A0A329L2S7-F1	Mycobacterium colombiense	91.0	Sodium:proton exchanger	IPR004837,IPR044880	DQP58_05410
5_1	AF4	A0A1A2N5V0-F1	Mycobacterium sp	91.0	Sodium:proton exchanger	IPR004837,IPR044880	A5695_21885
5_1	AF4	A0A1X1V133-F1	Mycobacterium europaeum	91.0	Sodium:proton exchanger	IPR004837,IPR044880	AWC03_06595
5_1	AF4	A0A1A2TLM9-F1	Mycobacterium mantenii	90.9	Sodium:proton exchanger	IPR004837,IPR044880	A5683_20030
5_1	AF4	A0A7I7YKX3-F1	Mycobacterium conspicuum	90.9	Sodium/calcium exchanger family protein	IPR004837,IPR044880	MCNS_55530
5_1	AF4	V7JTD2-F1	Mycobacterium avium	90.9	Sodium/hydrogen exchanger	IPR004837,IPR044880	O982_01415
5_1	AF4	X8B4S9-F1	R	90.9	Sodium/calcium exchanger family protein	IPR004837,IPR044880	I549_0711
5_1	AF4	A0A024JRV6-F1	Mycobacterium triplex	90.9	Sodium/calcium exchanger family protein	IPR004837,IPR044880	BN973_00636
5_1	AF4	A0A1E3T329-F1	Mycobacterium sherrisii	90.9	Sodium:proton exchanger	IPR004837,IPR044880	AWC25_23710 BHQ21_06125
5_1	AF4	A0A1A0KJU7-F1	Mycobacterium sp	90.9	Sodium:proton exchanger	IPR004837,IPR044880	A5647_11710
5_1	AF4	A0A853LMX6-F1	Mycobacterium sp	90.9	Sodium:proton exchanger	IPR004837,IPR044880	A5714_20165
5_1	AF4	V7KY43-F1	Mycobacterium avium subsp	90.8	Sodium/hydrogen exchanger	IPR004837,IPR044880	O980_01575
5_1	AF4	A0A7I7LWW3-F1	Mycobacterium saskatchewanense	90.8	Sodium/calcium exchanger family protein	IPR004837,IPR044880	MSAS_35790
5_1	AF4	V7K0L6-F1	Mycobacterium avium subsp	90.8	Sodium/hydrogen exchanger	IPR004837,IPR044880	P863_24650
5_1	AF4	A0A1X0Y545-F1	Mycobacterium habana	90.8	Sodium:proton exchanger	IPR004837,IPR044880	B5M45_14890
5_1	AF4	A0A853LY18-F1	Mycobacterium colombiense	90.8	Sodium:proton exchanger	IPR004837,IPR044880	A5628_11605
5_1	AF4	A0A1X0KE53-F1	Mycobacterium scrofulaceum	90.8	Sodium:proton exchanger	IPR004837,IPR044880	BST44_14165
5_1	AF4	D5PA82-F1	Mycobacterium parascrofulaceum	90.8	Sodium/calcium exchanger protein	IPR004837,IPR044880	HMPREF0591_3076
5_1	AF4	X8AEC6-F1	Mycobacterium intracellulare	90.8	Sodium/calcium exchanger family protein	IPR004837,IPR044880	I548_2515
5_1	AF4	A0A3B6X2M9-F1	Mycobacterium avium subsp	90.8	Sodium:proton exchanger	IPR004837,IPR044880	DFS55_00715
5_1	AF4	A0A049DQH1-F1	Mycobacterium avium	90.8	Sodium:proton exchanger	IPR004837,IPR044880	X425_02266
5_1	AF4	A0A1X0DTC8-F1	Mycobacterium heidelbergense	90.7	Sodium/calcium exchanger family protein (Sodium:proton exchanger)	IPR004837,IPR044880	BST25_05375 MHEI_18830
5_1	AF4	A0A2U3NQ51-F1	Mycobacterium rhizamassiliense	90.7	Ca2+/Na+ antiporter	IPR004837,IPR044880	MRAB57_1367
5_1	AF4	A0A1X2BVK2-F1	Mycobacterium saskatchewanense	90.7	Sodium:proton exchanger	IPR004837,IPR044880	AWC23_22535
5_1	AF4	A0A329LF50-F1	Mycobacterium colombiense	90.7	Sodium:proton exchanger	IPR004837,IPR044880	DQP57_23260
5_1	AF4	A0A1A2N0I6-F1	Mycobacterium sp	90.7	Sodium:proton exchanger	IPR004837,IPR044880	A9X04_23270
5_1	AF4	A0A1A2UXX7-F1	Mycobacterium sp	90.7	Sodium:proton exchanger	IPR004837,IPR044880	A5678_06860
5_1	AF4	A0A1R0UHZ4-F1	Mycobacterium sp	90.7	Sodium:proton exchanger	IPR004837,IPR044880	A5736_09270
5_1	AF4	A0A5A4WDF0-F1	Mycobacterium avium subsp	90.7	Sodium/calcium exchanger family protein	IPR004837,IPR044880	JPH1_51350
5_1	AF4	A0A2U3P6M5-F1	Mycobacterium numidiamassiliense	90.6	Ca2+/Na+ antiporter	IPR004837,IPR044880	MNAB215_1517
5_1	AF4	V7KIG2-F1	Mycobacterium avium subsp	90.6	Sodium/hydrogen exchanger	IPR004837,IPR044880	O972_25400
5_1	AF4	A0A1A1WBS4-F1	Mycobacterium sp	90.6	Sodium:proton exchanger	IPR004837,IPR044880	A5775_01580
