#Knot_type	Category	Uniprot	Organism	pLDDT_knotcore	Protein_name	InterPro	Gene_name	#FILTER: InterPro=IPR002035 AND Category=AF4;
Unknown	AF4	A0A484C4Y4-F1	American yellow perch	82.2	Copine 3	IPR000008,IPR002035,IPR010734,IPR035892,IPR036465,IPR037768,IPR045052	EPR50_G00222280
Unknown	AF4	A0A6A5DYP4-F1	European perch	82.0	Copine 3	IPR000008,IPR002035,IPR010734,IPR035892,IPR036465,IPR037768,IPR045052	PFLUV_G00253630
Unknown	AF4	A0A7L2CMH3-F1	Veery	77.1	ITIH5 inhibitor	IPR002035,IPR010600,IPR036465	Itih5 CATFUS_R08583
Unknown	AF4	A0A1C6UK10-F1	Micromonospora eburnea	71.9	Component of the Tol biopolymer transport system	IPR002035,IPR011042,IPR011659,IPR036465	GA0070604_2988
9_21	AF4	B4E1Z4-F1	Human	71.1	Complement factor B (EC 3.4.21.47) (C3/C5 convertase)	IPR000436,IPR001254,IPR001314,IPR002035,IPR009003,IPR011360,IPR018114,IPR028341,IPR033116,IPR035976,IPR036465,IPR043504	
8_7	AF4	A0A2G6MDM6-F1	Desulfobulbus propionicus	82.9	Trypsin	IPR002035,IPR013694,IPR036465	CSA33_04250
8_7	AF4	A0A1G4ZYG5-F1	Variovorax sp	81.3	Ca-activated chloride channel family protein	IPR002035,IPR013694,IPR036465	SAMN03159363_3620
8_7	AF4	A0A7G8W2X8-F1	Variovorax sp	80.2	VWA domain-containing protein	IPR002035,IPR013694,IPR036465	H7F36_05690
8_7	AF4	A1VI76-F1	strain CJ2	78.9	Vault protein inter-alpha-trypsin domain protein	IPR002035,IPR013694,IPR036465	Pnap_0028
8_21	AF4	A0A7V1EJD8-F1	Phycisphaerae bacterium	71.9	VWA domain-containing protein	IPR002035,IPR013694,IPR036465	ENH84_02100
8_13	AF4	A0A3Q4MV82-F1	Fairy cichlid	79.1	von Willebrand factor A domain-containing protein 5A-like	IPR002035,IPR013694,IPR036465	
6_3	AF4	A0A7W7XZS6-F1	Rehaibacterium terrae	93.2	Ca-activated chloride channel family protein	IPR002035,IPR013694,IPR036465	HNQ58_001328
