#Knot_type	Category	Uniprot	Organism	pLDDT_knotcore	Protein_name	InterPro	Gene_name	#FILTER: InterPro=IPR013694 AND Category=AF4;
8_7	AF4	A0A2G6MDM6-F1	Desulfobulbus propionicus	82.9	Trypsin	IPR002035,IPR013694,IPR036465	CSA33_04250
8_7	AF4	A0A1G4ZYG5-F1	Variovorax sp	81.3	Ca-activated chloride channel family protein	IPR002035,IPR013694,IPR036465	SAMN03159363_3620
8_7	AF4	A0A7G8W2X8-F1	Variovorax sp	80.2	VWA domain-containing protein	IPR002035,IPR013694,IPR036465	H7F36_05690
8_7	AF4	A1VI76-F1	strain CJ2	78.9	Vault protein inter-alpha-trypsin domain protein	IPR002035,IPR013694,IPR036465	Pnap_0028
8_21	AF4	A0A7V1EJD8-F1	Phycisphaerae bacterium	71.9	VWA domain-containing protein	IPR002035,IPR013694,IPR036465	ENH84_02100
8_13	AF4	A0A3Q4MV82-F1	Fairy cichlid	79.1	von Willebrand factor A domain-containing protein 5A-like	IPR002035,IPR013694,IPR036465	
6_3	AF4	A0A7W7XZS6-F1	Rehaibacterium terrae	93.2	Ca-activated chloride channel family protein	IPR002035,IPR013694,IPR036465	HNQ58_001328
6_3	AF4	A0A402CSE5-F1	Capsulimonas corticalis	92.7	VWA domain-containing protein	IPR002035,IPR013694,IPR036465	CCAX7_13890
6_3	AF4	A0A523JK75-F1	Deltaproteobacteria bacterium	92.6	VWA domain-containing protein	IPR002035,IPR013694,IPR036465	E2O71_02105
6_3	AF4	A0A150TN33-F1	Polyangium cellulosum	92.6	VWA domain-containing protein	IPR002035,IPR013694,IPR036465	BE21_36780
6_3	AF4	A0A150SB52-F1	Polyangium cellulosum	92.4	VWA domain-containing protein	IPR002035,IPR013694,IPR036465	BE17_19700
6_3	AF4	A0A2V8UTA4-F1	Acidobacteria bacterium	92.4	VWA domain-containing protein	IPR002035,IPR013694,IPR036465	DMG57_27105
6_3	AF4	A0A431KRT9-F1	Candidatus Melainabacteria	92.3	VWA domain-containing protein	IPR002035,IPR013694,IPR036465	EKK48_31200
